,name,raw_org,raw_dest,p,handshake
219,N_25_PL_0.5_R_0.5_V_19,"0, 0, 13, 6, 12, 41, 5, 35, 0, 0, 0, 30, 0, 0, 0, 6, 0, 18, 6, 41, 18, 39, 11, 41, 0","29, 40, 41, 41, 41, 22, 0, 41, 6, 34, 2, 0, 11, 6, 29, 41, 8, 41, 41, 15, 41, 0, 41, 9, 34",20,0
220,N_25_PL_0.5_R_0.75_V_15,"37, 4, 0, 0, 41, 19, 41, 3, 18, 7, 32, 30, 41, 38, 0, 32, 38, 39, 39, 19, 19, 0, 22, 7, 7","0, 0, 21, 28, 17, 0, 3, 41, 41, 41, 0, 0, 6, 41, 38, 41, 0, 41, 41, 0, 0, 3, 41, 41, 0",1,0
221,N_25_PL_0.5_R_0.75_V_15,"37, 4, 0, 0, 41, 19, 41, 3, 18, 7, 32, 30, 41, 38, 0, 32, 38, 39, 39, 19, 19, 0, 22, 7, 7","0, 0, 21, 28, 17, 0, 3, 41, 41, 41, 0, 0, 6, 41, 38, 41, 0, 41, 41, 0, 0, 3, 41, 41, 0",5,0
222,N_25_PL_0.5_R_0.75_V_15,"37, 4, 0, 0, 41, 19, 41, 3, 18, 7, 32, 30, 41, 38, 0, 32, 38, 39, 39, 19, 19, 0, 22, 7, 7","0, 0, 21, 28, 17, 0, 3, 41, 41, 41, 0, 0, 6, 41, 38, 41, 0, 41, 41, 0, 0, 3, 41, 41, 0",10,0
223,N_25_PL_0.5_R_0.75_V_15,"37, 4, 0, 0, 41, 19, 41, 3, 18, 7, 32, 30, 41, 38, 0, 32, 38, 39, 39, 19, 19, 0, 22, 7, 7","0, 0, 21, 28, 17, 0, 3, 41, 41, 41, 0, 0, 6, 41, 38, 41, 0, 41, 41, 0, 0, 3, 41, 41, 0",20,0
224,N_25_PL_0.5_R_0.75_V_16,"13, 19, 10, 2, 3, 25, 15, 41, 14, 41, 0, 12, 39, 39, 28, 23, 9, 3, 0, 0, 0, 8, 12, 0, 2","0, 0, 41, 41, 41, 0, 0, 6, 41, 2, 19, 0, 41, 41, 0, 41, 41, 0, 8, 3, 15, 41, 0, 37, 41",1,0
225,N_25_PL_0.5_R_0.75_V_16,"13, 19, 10, 2, 3, 25, 15, 41, 14, 41, 0, 12, 39, 39, 28, 23, 9, 3, 0, 0, 0, 8, 12, 0, 2","0, 0, 41, 41, 41, 0, 0, 6, 41, 2, 19, 0, 41, 41, 0, 41, 41, 0, 8, 3, 15, 41, 0, 37, 41",5,0
226,N_25_PL_0.5_R_0.75_V_16,"13, 19, 10, 2, 3, 25, 15, 41, 14, 41, 0, 12, 39, 39, 28, 23, 9, 3, 0, 0, 0, 8, 12, 0, 2","0, 0, 41, 41, 41, 0, 0, 6, 41, 2, 19, 0, 41, 41, 0, 41, 41, 0, 8, 3, 15, 41, 0, 37, 41",10,0
227,N_25_PL_0.5_R_0.75_V_16,"13, 19, 10, 2, 3, 25, 15, 41, 14, 41, 0, 12, 39, 39, 28, 23, 9, 3, 0, 0, 0, 8, 12, 0, 2","0, 0, 41, 41, 41, 0, 0, 6, 41, 2, 19, 0, 41, 41, 0, 41, 41, 0, 8, 3, 15, 41, 0, 37, 41",20,0
228,N_25_PL_0.5_R_0.75_V_17,"0, 5, 14, 41, 5, 0, 41, 34, 38, 32, 34, 18, 37, 41, 0, 1, 20, 15, 24, 30, 41, 39, 34, 5, 8","5, 41, 41, 21, 0, 7, 24, 0, 41, 41, 0, 0, 0, 35, 35, 0, 41, 0, 41, 41, 32, 0, 0, 41, 0",1,0
229,N_25_PL_0.5_R_0.75_V_17,"0, 5, 14, 41, 5, 0, 41, 34, 38, 32, 34, 18, 37, 41, 0, 1, 20, 15, 24, 30, 41, 39, 34, 5, 8","5, 41, 41, 21, 0, 7, 24, 0, 41, 41, 0, 0, 0, 35, 35, 0, 41, 0, 41, 41, 32, 0, 0, 41, 0",5,0
230,N_25_PL_0.5_R_0.75_V_17,"0, 5, 14, 41, 5, 0, 41, 34, 38, 32, 34, 18, 37, 41, 0, 1, 20, 15, 24, 30, 41, 39, 34, 5, 8","5, 41, 41, 21, 0, 7, 24, 0, 41, 41, 0, 0, 0, 35, 35, 0, 41, 0, 41, 41, 32, 0, 0, 41, 0",10,0
231,N_25_PL_0.5_R_0.75_V_17,"0, 5, 14, 41, 5, 0, 41, 34, 38, 32, 34, 18, 37, 41, 0, 1, 20, 15, 24, 30, 41, 39, 34, 5, 8","5, 41, 41, 21, 0, 7, 24, 0, 41, 41, 0, 0, 0, 35, 35, 0, 41, 0, 41, 41, 32, 0, 0, 41, 0",20,0
232,N_25_PL_0.5_R_0.75_V_18,"32, 22, 3, 0, 22, 41, 14, 0, 2, 41, 16, 0, 22, 21, 5, 8, 13, 28, 9, 0, 11, 33, 25, 41, 36","0, 41, 0, 34, 41, 18, 0, 26, 41, 1, 41, 20, 0, 0, 41, 41, 41, 0, 41, 37, 0, 41, 0, 16, 0",1,0
233,N_25_PL_0.5_R_0.75_V_18,"32, 22, 3, 0, 22, 41, 14, 0, 2, 41, 16, 0, 22, 21, 5, 8, 13, 28, 9, 0, 11, 33, 25, 41, 36","0, 41, 0, 34, 41, 18, 0, 26, 41, 1, 41, 20, 0, 0, 41, 41, 41, 0, 41, 37, 0, 41, 0, 16, 0",5,0
234,N_25_PL_0.5_R_0.75_V_18,"32, 22, 3, 0, 22, 41, 14, 0, 2, 41, 16, 0, 22, 21, 5, 8, 13, 28, 9, 0, 11, 33, 25, 41, 36","0, 41, 0, 34, 41, 18, 0, 26, 41, 1, 41, 20, 0, 0, 41, 41, 41, 0, 41, 37, 0, 41, 0, 16, 0",10,0
235,N_25_PL_0.5_R_0.75_V_18,"32, 22, 3, 0, 22, 41, 14, 0, 2, 41, 16, 0, 22, 21, 5, 8, 13, 28, 9, 0, 11, 33, 25, 41, 36","0, 41, 0, 34, 41, 18, 0, 26, 41, 1, 41, 20, 0, 0, 41, 41, 41, 0, 41, 37, 0, 41, 0, 16, 0",20,0
236,N_25_PL_0.5_R_0.75_V_19,"39, 35, 4, 14, 13, 13, 21, 10, 27, 0, 41, 41, 24, 0, 16, 39, 32, 41, 7, 21, 11, 0, 37, 41, 21","0, 41, 0, 41, 41, 41, 0, 0, 0, 21, 25, 28, 41, 26, 0, 0, 0, 2, 41, 41, 0, 17, 41, 39, 0",1,0
237,N_25_PL_0.5_R_0.75_V_19,"39, 35, 4, 14, 13, 13, 21, 10, 27, 0, 41, 41, 24, 0, 16, 39, 32, 41, 7, 21, 11, 0, 37, 41, 21","0, 41, 0, 41, 41, 41, 0, 0, 0, 21, 25, 28, 41, 26, 0, 0, 0, 2, 41, 41, 0, 17, 41, 39, 0",5,0
238,N_25_PL_0.5_R_0.75_V_19,"39, 35, 4, 14, 13, 13, 21, 10, 27, 0, 41, 41, 24, 0, 16, 39, 32, 41, 7, 21, 11, 0, 37, 41, 21","0, 41, 0, 41, 41, 41, 0, 0, 0, 21, 25, 28, 41, 26, 0, 0, 0, 2, 41, 41, 0, 17, 41, 39, 0",10,0
239,N_25_PL_0.5_R_0.75_V_19,"39, 35, 4, 14, 13, 13, 21, 10, 27, 0, 41, 41, 24, 0, 16, 39, 32, 41, 7, 21, 11, 0, 37, 41, 21","0, 41, 0, 41, 41, 41, 0, 0, 0, 21, 25, 28, 41, 26, 0, 0, 0, 2, 41, 41, 0, 17, 41, 39, 0",20,0
240,N_50_PL_0.25_R_0.25_V_15,"6, 0, 0, 39, 33, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 0, 41, 17, 0, 0, 41, 41, 0, 0, 9, 0, 31, 16, 0, 0, 0, 28, 13, 0, 5, 0, 0, 0, 0, 3, 41, 0, 41, 0, 33, 0, 41, 41, 0, 41","0, 20, 19, 0, 0, 28, 1, 7, 20, 1, 13, 21, 14, 13, 36, 29, 29, 0, 31, 38, 25, 25, 2, 26, 0, 18, 0, 41, 11, 16, 32, 0, 0, 13, 0, 3, 38, 16, 40, 0, 19, 39, 1, 32, 0, 16, 28, 12, 35, 36",1,0
241,N_50_PL_0.25_R_0.25_V_15,"6, 0, 0, 39, 33, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 0, 41, 17, 0, 0, 41, 41, 0, 0, 9, 0, 31, 16, 0, 0, 0, 28, 13, 0, 5, 0, 0, 0, 0, 3, 41, 0, 41, 0, 33, 0, 41, 41, 0, 41","0, 20, 19, 0, 0, 28, 1, 7, 20, 1, 13, 21, 14, 13, 36, 29, 29, 0, 31, 38, 25, 25, 2, 26, 0, 18, 0, 41, 11, 16, 32, 0, 0, 13, 0, 3, 38, 16, 40, 0, 19, 39, 1, 32, 0, 16, 28, 12, 35, 36",5,0
242,N_50_PL_0.25_R_0.25_V_15,"6, 0, 0, 39, 33, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 0, 41, 17, 0, 0, 41, 41, 0, 0, 9, 0, 31, 16, 0, 0, 0, 28, 13, 0, 5, 0, 0, 0, 0, 3, 41, 0, 41, 0, 33, 0, 41, 41, 0, 41","0, 20, 19, 0, 0, 28, 1, 7, 20, 1, 13, 21, 14, 13, 36, 29, 29, 0, 31, 38, 25, 25, 2, 26, 0, 18, 0, 41, 11, 16, 32, 0, 0, 13, 0, 3, 38, 16, 40, 0, 19, 39, 1, 32, 0, 16, 28, 12, 35, 36",10,0
243,N_50_PL_0.25_R_0.25_V_15,"6, 0, 0, 39, 33, 0, 0, 0, 0, 0, 41, 0, 0, 41, 41, 0, 41, 17, 0, 0, 41, 41, 0, 0, 9, 0, 31, 16, 0, 0, 0, 28, 13, 0, 5, 0, 0, 0, 0, 3, 41, 0, 41, 0, 33, 0, 41, 41, 0, 41","0, 20, 19, 0, 0, 28, 1, 7, 20, 1, 13, 21, 14, 13, 36, 29, 29, 0, 31, 38, 25, 25, 2, 26, 0, 18, 0, 41, 11, 16, 32, 0, 0, 13, 0, 3, 38, 16, 40, 0, 19, 39, 1, 32, 0, 16, 28, 12, 35, 36",20,0
244,N_50_PL_0.25_R_0.25_V_16,"0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 41, 12, 0, 3, 0, 35, 0, 2, 39, 5, 0, 0, 0, 41, 41, 0, 0, 41, 37, 0, 41, 41, 0, 8, 0, 0, 0, 41, 0, 41, 16, 41, 0, 0, 0, 41, 25, 32, 0","6, 39, 5, 6, 0, 10, 8, 11, 7, 28, 27, 18, 41, 18, 0, 15, 41, 32, 0, 0, 0, 7, 1, 35, 3, 18, 25, 7, 6, 0, 24, 24, 13, 23, 0, 29, 40, 25, 7, 10, 35, 0, 19, 29, 23, 1, 24, 0, 0, 2",1,0
245,N_50_PL_0.25_R_0.25_V_16,"0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 41, 12, 0, 3, 0, 35, 0, 2, 39, 5, 0, 0, 0, 41, 41, 0, 0, 41, 37, 0, 41, 41, 0, 8, 0, 0, 0, 41, 0, 41, 16, 41, 0, 0, 0, 41, 25, 32, 0","6, 39, 5, 6, 0, 10, 8, 11, 7, 28, 27, 18, 41, 18, 0, 15, 41, 32, 0, 0, 0, 7, 1, 35, 3, 18, 25, 7, 6, 0, 24, 24, 13, 23, 0, 29, 40, 25, 7, 10, 35, 0, 19, 29, 23, 1, 24, 0, 0, 2",5,0
246,N_50_PL_0.25_R_0.25_V_16,"0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 41, 12, 0, 3, 0, 35, 0, 2, 39, 5, 0, 0, 0, 41, 41, 0, 0, 41, 37, 0, 41, 41, 0, 8, 0, 0, 0, 41, 0, 41, 16, 41, 0, 0, 0, 41, 25, 32, 0","6, 39, 5, 6, 0, 10, 8, 11, 7, 28, 27, 18, 41, 18, 0, 15, 41, 32, 0, 0, 0, 7, 1, 35, 3, 18, 25, 7, 6, 0, 24, 24, 13, 23, 0, 29, 40, 25, 7, 10, 35, 0, 19, 29, 23, 1, 24, 0, 0, 2",10,0
247,N_50_PL_0.25_R_0.25_V_16,"0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 41, 12, 0, 3, 0, 35, 0, 2, 39, 5, 0, 0, 0, 41, 41, 0, 0, 41, 37, 0, 41, 41, 0, 8, 0, 0, 0, 41, 0, 41, 16, 41, 0, 0, 0, 41, 25, 32, 0","6, 39, 5, 6, 0, 10, 8, 11, 7, 28, 27, 18, 41, 18, 0, 15, 41, 32, 0, 0, 0, 7, 1, 35, 3, 18, 25, 7, 6, 0, 24, 24, 13, 23, 0, 29, 40, 25, 7, 10, 35, 0, 19, 29, 23, 1, 24, 0, 0, 2",20,0
248,N_50_PL_0.25_R_0.25_V_17,"0, 13, 19, 0, 0, 41, 0, 41, 41, 0, 21, 0, 41, 0, 0, 0, 41, 0, 0, 41, 0, 39, 13, 37, 0, 5, 41, 41, 37, 0, 2, 0, 0, 0, 36, 0, 0, 41, 0, 0, 41, 41, 32, 0, 0, 0, 41, 0, 12, 0","29, 0, 0, 10, 15, 25, 4, 17, 14, 16, 0, 27, 40, 30, 26, 15, 12, 38, 10, 29, 28, 0, 0, 0, 29, 0, 3, 3, 0, 32, 0, 28, 37, 35, 0, 35, 23, 6, 26, 24, 16, 23, 0, 21, 5, 7, 12, 9, 0, 8",1,0
249,N_50_PL_0.25_R_0.25_V_17,"0, 13, 19, 0, 0, 41, 0, 41, 41, 0, 21, 0, 41, 0, 0, 0, 41, 0, 0, 41, 0, 39, 13, 37, 0, 5, 41, 41, 37, 0, 2, 0, 0, 0, 36, 0, 0, 41, 0, 0, 41, 41, 32, 0, 0, 0, 41, 0, 12, 0","29, 0, 0, 10, 15, 25, 4, 17, 14, 16, 0, 27, 40, 30, 26, 15, 12, 38, 10, 29, 28, 0, 0, 0, 29, 0, 3, 3, 0, 32, 0, 28, 37, 35, 0, 35, 23, 6, 26, 24, 16, 23, 0, 21, 5, 7, 12, 9, 0, 8",5,0
250,N_50_PL_0.25_R_0.25_V_17,"0, 13, 19, 0, 0, 41, 0, 41, 41, 0, 21, 0, 41, 0, 0, 0, 41, 0, 0, 41, 0, 39, 13, 37, 0, 5, 41, 41, 37, 0, 2, 0, 0, 0, 36, 0, 0, 41, 0, 0, 41, 41, 32, 0, 0, 0, 41, 0, 12, 0","29, 0, 0, 10, 15, 25, 4, 17, 14, 16, 0, 27, 40, 30, 26, 15, 12, 38, 10, 29, 28, 0, 0, 0, 29, 0, 3, 3, 0, 32, 0, 28, 37, 35, 0, 35, 23, 6, 26, 24, 16, 23, 0, 21, 5, 7, 12, 9, 0, 8",10,0
251,N_50_PL_0.25_R_0.25_V_17,"0, 13, 19, 0, 0, 41, 0, 41, 41, 0, 21, 0, 41, 0, 0, 0, 41, 0, 0, 41, 0, 39, 13, 37, 0, 5, 41, 41, 37, 0, 2, 0, 0, 0, 36, 0, 0, 41, 0, 0, 41, 41, 32, 0, 0, 0, 41, 0, 12, 0","29, 0, 0, 10, 15, 25, 4, 17, 14, 16, 0, 27, 40, 30, 26, 15, 12, 38, 10, 29, 28, 0, 0, 0, 29, 0, 3, 3, 0, 32, 0, 28, 37, 35, 0, 35, 23, 6, 26, 24, 16, 23, 0, 21, 5, 7, 12, 9, 0, 8",20,0
252,N_50_PL_0.25_R_0.25_V_18,"0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 21, 41, 0, 27, 41, 41, 41, 0, 0, 0, 3, 0, 0, 41, 0, 0, 0, 0, 0, 15, 0, 21, 0, 0, 0, 21, 0, 0, 15, 41, 41, 41, 0, 12, 0, 9, 39, 0, 41, 41","10, 38, 10, 38, 40, 25, 32, 0, 25, 0, 0, 12, 38, 0, 33, 11, 13, 29, 31, 19, 0, 9, 32, 3, 3, 27, 39, 22, 14, 41, 27, 0, 31, 25, 37, 41, 16, 25, 0, 10, 39, 33, 30, 0, 15, 0, 0, 32, 32, 12",1,0
253,N_50_PL_0.25_R_0.25_V_18,"0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 21, 41, 0, 27, 41, 41, 41, 0, 0, 0, 3, 0, 0, 41, 0, 0, 0, 0, 0, 15, 0, 21, 0, 0, 0, 21, 0, 0, 15, 41, 41, 41, 0, 12, 0, 9, 39, 0, 41, 41","10, 38, 10, 38, 40, 25, 32, 0, 25, 0, 0, 12, 38, 0, 33, 11, 13, 29, 31, 19, 0, 9, 32, 3, 3, 27, 39, 22, 14, 41, 27, 0, 31, 25, 37, 41, 16, 25, 0, 10, 39, 33, 30, 0, 15, 0, 0, 32, 32, 12",5,0
254,N_50_PL_0.25_R_0.25_V_18,"0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 21, 41, 0, 27, 41, 41, 41, 0, 0, 0, 3, 0, 0, 41, 0, 0, 0, 0, 0, 15, 0, 21, 0, 0, 0, 21, 0, 0, 15, 41, 41, 41, 0, 12, 0, 9, 39, 0, 41, 41","10, 38, 10, 38, 40, 25, 32, 0, 25, 0, 0, 12, 38, 0, 33, 11, 13, 29, 31, 19, 0, 9, 32, 3, 3, 27, 39, 22, 14, 41, 27, 0, 31, 25, 37, 41, 16, 25, 0, 10, 39, 33, 30, 0, 15, 0, 0, 32, 32, 12",10,0
255,N_50_PL_0.25_R_0.25_V_18,"0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 21, 41, 0, 27, 41, 41, 41, 0, 0, 0, 3, 0, 0, 41, 0, 0, 0, 0, 0, 15, 0, 21, 0, 0, 0, 21, 0, 0, 15, 41, 41, 41, 0, 12, 0, 9, 39, 0, 41, 41","10, 38, 10, 38, 40, 25, 32, 0, 25, 0, 0, 12, 38, 0, 33, 11, 13, 29, 31, 19, 0, 9, 32, 3, 3, 27, 39, 22, 14, 41, 27, 0, 31, 25, 37, 41, 16, 25, 0, 10, 39, 33, 30, 0, 15, 0, 0, 32, 32, 12",20,0
256,N_50_PL_0.25_R_0.25_V_19,"41, 0, 0, 19, 15, 0, 0, 41, 4, 0, 0, 0, 21, 0, 17, 0, 0, 19, 41, 0, 0, 0, 13, 0, 0, 41, 0, 13, 0, 20, 41, 6, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0","33, 12, 27, 0, 41, 39, 36, 2, 0, 35, 39, 40, 41, 30, 0, 1, 8, 0, 15, 33, 18, 35, 0, 34, 10, 39, 6, 0, 32, 0, 36, 0, 29, 17, 40, 19, 25, 34, 29, 35, 3, 41, 25, 27, 5, 6, 8, 41, 36, 33",1,0
257,N_50_PL_0.25_R_0.25_V_19,"41, 0, 0, 19, 15, 0, 0, 41, 4, 0, 0, 0, 21, 0, 17, 0, 0, 19, 41, 0, 0, 0, 13, 0, 0, 41, 0, 13, 0, 20, 41, 6, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0","33, 12, 27, 0, 41, 39, 36, 2, 0, 35, 39, 40, 41, 30, 0, 1, 8, 0, 15, 33, 18, 35, 0, 34, 10, 39, 6, 0, 32, 0, 36, 0, 29, 17, 40, 19, 25, 34, 29, 35, 3, 41, 25, 27, 5, 6, 8, 41, 36, 33",5,0
258,N_50_PL_0.25_R_0.25_V_19,"41, 0, 0, 19, 15, 0, 0, 41, 4, 0, 0, 0, 21, 0, 17, 0, 0, 19, 41, 0, 0, 0, 13, 0, 0, 41, 0, 13, 0, 20, 41, 6, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0","33, 12, 27, 0, 41, 39, 36, 2, 0, 35, 39, 40, 41, 30, 0, 1, 8, 0, 15, 33, 18, 35, 0, 34, 10, 39, 6, 0, 32, 0, 36, 0, 29, 17, 40, 19, 25, 34, 29, 35, 3, 41, 25, 27, 5, 6, 8, 41, 36, 33",10,0
259,N_50_PL_0.25_R_0.25_V_19,"41, 0, 0, 19, 15, 0, 0, 41, 4, 0, 0, 0, 21, 0, 17, 0, 0, 19, 41, 0, 0, 0, 13, 0, 0, 41, 0, 13, 0, 20, 41, 6, 0, 41, 0, 0, 41, 41, 0, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0","33, 12, 27, 0, 41, 39, 36, 2, 0, 35, 39, 40, 41, 30, 0, 1, 8, 0, 15, 33, 18, 35, 0, 34, 10, 39, 6, 0, 32, 0, 36, 0, 29, 17, 40, 19, 25, 34, 29, 35, 3, 41, 25, 27, 5, 6, 8, 41, 36, 33",20,0
260,N_50_PL_0.25_R_0.5_V_15,"0, 9, 37, 6, 0, 39, 4, 28, 24, 41, 28, 28, 0, 0, 26, 16, 0, 0, 17, 41, 0, 28, 31, 0, 41, 0, 0, 41, 0, 2, 5, 36, 0, 0, 0, 41, 17, 41, 0, 27, 0, 0, 11, 0, 21, 25, 18, 0, 38, 18","17, 0, 0, 41, 36, 0, 41, 41, 0, 37, 41, 0, 22, 26, 41, 0, 8, 11, 41, 33, 3, 0, 0, 17, 37, 5, 5, 23, 14, 0, 0, 0, 21, 30, 3, 26, 0, 11, 13, 0, 31, 39, 0, 19, 0, 0, 0, 20, 0, 0",1,0
261,N_50_PL_0.25_R_0.5_V_15,"0, 9, 37, 6, 0, 39, 4, 28, 24, 41, 28, 28, 0, 0, 26, 16, 0, 0, 17, 41, 0, 28, 31, 0, 41, 0, 0, 41, 0, 2, 5, 36, 0, 0, 0, 41, 17, 41, 0, 27, 0, 0, 11, 0, 21, 25, 18, 0, 38, 18","17, 0, 0, 41, 36, 0, 41, 41, 0, 37, 41, 0, 22, 26, 41, 0, 8, 11, 41, 33, 3, 0, 0, 17, 37, 5, 5, 23, 14, 0, 0, 0, 21, 30, 3, 26, 0, 11, 13, 0, 31, 39, 0, 19, 0, 0, 0, 20, 0, 0",5,0
262,N_50_PL_0.25_R_0.5_V_15,"0, 9, 37, 6, 0, 39, 4, 28, 24, 41, 28, 28, 0, 0, 26, 16, 0, 0, 17, 41, 0, 28, 31, 0, 41, 0, 0, 41, 0, 2, 5, 36, 0, 0, 0, 41, 17, 41, 0, 27, 0, 0, 11, 0, 21, 25, 18, 0, 38, 18","17, 0, 0, 41, 36, 0, 41, 41, 0, 37, 41, 0, 22, 26, 41, 0, 8, 11, 41, 33, 3, 0, 0, 17, 37, 5, 5, 23, 14, 0, 0, 0, 21, 30, 3, 26, 0, 11, 13, 0, 31, 39, 0, 19, 0, 0, 0, 20, 0, 0",10,0
263,N_50_PL_0.25_R_0.5_V_15,"0, 9, 37, 6, 0, 39, 4, 28, 24, 41, 28, 28, 0, 0, 26, 16, 0, 0, 17, 41, 0, 28, 31, 0, 41, 0, 0, 41, 0, 2, 5, 36, 0, 0, 0, 41, 17, 41, 0, 27, 0, 0, 11, 0, 21, 25, 18, 0, 38, 18","17, 0, 0, 41, 36, 0, 41, 41, 0, 37, 41, 0, 22, 26, 41, 0, 8, 11, 41, 33, 3, 0, 0, 17, 37, 5, 5, 23, 14, 0, 0, 0, 21, 30, 3, 26, 0, 11, 13, 0, 31, 39, 0, 19, 0, 0, 0, 20, 0, 0",20,0
264,N_50_PL_0.25_R_0.5_V_16,"8, 0, 0, 9, 0, 21, 41, 18, 12, 0, 33, 26, 41, 0, 1, 9, 25, 10, 41, 41, 0, 41, 40, 0, 0, 6, 41, 41, 25, 13, 0, 0, 15, 0, 41, 16, 0, 21, 0, 0, 18, 38, 22, 20, 19, 0, 41, 17, 0, 39","0, 31, 9, 41, 39, 0, 33, 0, 41, 13, 0, 0, 36, 28, 0, 0, 0, 0, 17, 34, 27, 27, 0, 13, 14, 0, 15, 9, 0, 0, 35, 14, 0, 28, 19, 0, 28, 0, 30, 35, 41, 0, 0, 0, 0, 8, 24, 0, 13, 0",1,0
265,N_50_PL_0.25_R_0.5_V_16,"8, 0, 0, 9, 0, 21, 41, 18, 12, 0, 33, 26, 41, 0, 1, 9, 25, 10, 41, 41, 0, 41, 40, 0, 0, 6, 41, 41, 25, 13, 0, 0, 15, 0, 41, 16, 0, 21, 0, 0, 18, 38, 22, 20, 19, 0, 41, 17, 0, 39","0, 31, 9, 41, 39, 0, 33, 0, 41, 13, 0, 0, 36, 28, 0, 0, 0, 0, 17, 34, 27, 27, 0, 13, 14, 0, 15, 9, 0, 0, 35, 14, 0, 28, 19, 0, 28, 0, 30, 35, 41, 0, 0, 0, 0, 8, 24, 0, 13, 0",5,0
266,N_50_PL_0.25_R_0.5_V_16,"8, 0, 0, 9, 0, 21, 41, 18, 12, 0, 33, 26, 41, 0, 1, 9, 25, 10, 41, 41, 0, 41, 40, 0, 0, 6, 41, 41, 25, 13, 0, 0, 15, 0, 41, 16, 0, 21, 0, 0, 18, 38, 22, 20, 19, 0, 41, 17, 0, 39","0, 31, 9, 41, 39, 0, 33, 0, 41, 13, 0, 0, 36, 28, 0, 0, 0, 0, 17, 34, 27, 27, 0, 13, 14, 0, 15, 9, 0, 0, 35, 14, 0, 28, 19, 0, 28, 0, 30, 35, 41, 0, 0, 0, 0, 8, 24, 0, 13, 0",10,0
267,N_50_PL_0.25_R_0.5_V_16,"8, 0, 0, 9, 0, 21, 41, 18, 12, 0, 33, 26, 41, 0, 1, 9, 25, 10, 41, 41, 0, 41, 40, 0, 0, 6, 41, 41, 25, 13, 0, 0, 15, 0, 41, 16, 0, 21, 0, 0, 18, 38, 22, 20, 19, 0, 41, 17, 0, 39","0, 31, 9, 41, 39, 0, 33, 0, 41, 13, 0, 0, 36, 28, 0, 0, 0, 0, 17, 34, 27, 27, 0, 13, 14, 0, 15, 9, 0, 0, 35, 14, 0, 28, 19, 0, 28, 0, 30, 35, 41, 0, 0, 0, 0, 8, 24, 0, 13, 0",20,0
268,N_50_PL_0.25_R_0.5_V_17,"0, 0, 0, 0, 34, 0, 41, 31, 13, 0, 0, 0, 19, 0, 40, 16, 37, 35, 3, 0, 35, 26, 35, 31, 37, 9, 0, 0, 0, 0, 0, 18, 40, 41, 0, 41, 0, 34, 0, 41, 0, 0, 5, 38, 0, 7, 8, 20, 32, 16","9, 13, 3, 17, 0, 6, 21, 0, 41, 16, 3, 8, 0, 27, 41, 0, 0, 41, 41, 6, 41, 0, 0, 0, 0, 0, 30, 24, 23, 27, 27, 41, 0, 17, 31, 35, 20, 0, 4, 38, 15, 5, 0, 0, 34, 0, 0, 0, 41, 41",1,0
269,N_50_PL_0.25_R_0.5_V_17,"0, 0, 0, 0, 34, 0, 41, 31, 13, 0, 0, 0, 19, 0, 40, 16, 37, 35, 3, 0, 35, 26, 35, 31, 37, 9, 0, 0, 0, 0, 0, 18, 40, 41, 0, 41, 0, 34, 0, 41, 0, 0, 5, 38, 0, 7, 8, 20, 32, 16","9, 13, 3, 17, 0, 6, 21, 0, 41, 16, 3, 8, 0, 27, 41, 0, 0, 41, 41, 6, 41, 0, 0, 0, 0, 0, 30, 24, 23, 27, 27, 41, 0, 17, 31, 35, 20, 0, 4, 38, 15, 5, 0, 0, 34, 0, 0, 0, 41, 41",5,0
270,N_50_PL_0.25_R_0.5_V_17,"0, 0, 0, 0, 34, 0, 41, 31, 13, 0, 0, 0, 19, 0, 40, 16, 37, 35, 3, 0, 35, 26, 35, 31, 37, 9, 0, 0, 0, 0, 0, 18, 40, 41, 0, 41, 0, 34, 0, 41, 0, 0, 5, 38, 0, 7, 8, 20, 32, 16","9, 13, 3, 17, 0, 6, 21, 0, 41, 16, 3, 8, 0, 27, 41, 0, 0, 41, 41, 6, 41, 0, 0, 0, 0, 0, 30, 24, 23, 27, 27, 41, 0, 17, 31, 35, 20, 0, 4, 38, 15, 5, 0, 0, 34, 0, 0, 0, 41, 41",10,0
