Unnamed: 0,name,raw_org,raw_dest,p,handshake
54,N_25_PL_0.5_R_0.5_V_4,"18, 27, 41, 6, 13, 41, 40, 0, 25, 41, 41, 0, 32, 17, 41, 41, 24, 41, 15, 0, 5, 0, 41, 0, 9","0, 41, 24, 41, 0, 35, 0, 22, 0, 31, 33, 13, 0, 0, 17, 9, 41, 5, 0, 27, 41, 23, 35, 19, 0",20,19
55,N_25_PL_0.5_R_0.75_V_0,"24, 5, 41, 32, 9, 34, 18, 41, 14, 41, 30, 18, 9, 6, 0, 23, 14, 41, 3, 35, 35, 38, 0, 30, 41","41, 41, 9, 41, 41, 0, 0, 12, 0, 12, 0, 41, 0, 0, 6, 0, 41, 34, 0, 0, 0, 41, 34, 0, 6",1,18
55,N_25_PL_0.5_R_0.75_V_0,"24, 5, 41, 32, 9, 34, 18, 41, 14, 41, 30, 18, 9, 6, 0, 23, 14, 41, 3, 35, 35, 38, 0, 30, 41","41, 41, 9, 41, 41, 0, 0, 12, 0, 12, 0, 41, 0, 0, 6, 0, 41, 34, 0, 0, 0, 41, 34, 0, 6",5,18
55,N_25_PL_0.5_R_0.75_V_0,"24, 5, 41, 32, 9, 34, 18, 41, 14, 41, 30, 18, 9, 6, 0, 23, 14, 41, 3, 35, 35, 38, 0, 30, 41","41, 41, 9, 41, 41, 0, 0, 12, 0, 12, 0, 41, 0, 0, 6, 0, 41, 34, 0, 0, 0, 41, 34, 0, 6",10,18
55,N_25_PL_0.5_R_0.75_V_0,"24, 5, 41, 32, 9, 34, 18, 41, 14, 41, 30, 18, 9, 6, 0, 23, 14, 41, 3, 35, 35, 38, 0, 30, 41","41, 41, 9, 41, 41, 0, 0, 12, 0, 12, 0, 41, 0, 0, 6, 0, 41, 34, 0, 0, 0, 41, 34, 0, 6",20,18
56,N_25_PL_0.5_R_0.75_V_1,"37, 20, 34, 41, 0, 18, 0, 12, 41, 18, 30, 26, 41, 18, 25, 38, 40, 33, 41, 17, 19, 13, 9, 0, 31","41, 0, 0, 14, 28, 41, 18, 41, 24, 0, 41, 41, 15, 0, 0, 41, 41, 0, 33, 41, 0, 0, 0, 7, 0",1,17
56,N_25_PL_0.5_R_0.75_V_1,"37, 20, 34, 41, 0, 18, 0, 12, 41, 18, 30, 26, 41, 18, 25, 38, 40, 33, 41, 17, 19, 13, 9, 0, 31","41, 0, 0, 14, 28, 41, 18, 41, 24, 0, 41, 41, 15, 0, 0, 41, 41, 0, 33, 41, 0, 0, 0, 7, 0",5,18
56,N_25_PL_0.5_R_0.75_V_1,"37, 20, 34, 41, 0, 18, 0, 12, 41, 18, 30, 26, 41, 18, 25, 38, 40, 33, 41, 17, 19, 13, 9, 0, 31","41, 0, 0, 14, 28, 41, 18, 41, 24, 0, 41, 41, 15, 0, 0, 41, 41, 0, 33, 41, 0, 0, 0, 7, 0",10,18
56,N_25_PL_0.5_R_0.75_V_1,"37, 20, 34, 41, 0, 18, 0, 12, 41, 18, 30, 26, 41, 18, 25, 38, 40, 33, 41, 17, 19, 13, 9, 0, 31","41, 0, 0, 14, 28, 41, 18, 41, 24, 0, 41, 41, 15, 0, 0, 41, 41, 0, 33, 41, 0, 0, 0, 7, 0",20,18
57,N_25_PL_0.5_R_0.75_V_2,"32, 24, 21, 2, 33, 41, 22, 8, 26, 41, 23, 41, 9, 1, 18, 12, 36, 33, 0, 13, 41, 0, 41, 8, 7","41, 41, 0, 0, 0, 37, 41, 0, 0, 1, 0, 6, 41, 0, 41, 41, 41, 0, 9, 0, 28, 35, 33, 0, 0",1,17
57,N_25_PL_0.5_R_0.75_V_2,"32, 24, 21, 2, 33, 41, 22, 8, 26, 41, 23, 41, 9, 1, 18, 12, 36, 33, 0, 13, 41, 0, 41, 8, 7","41, 41, 0, 0, 0, 37, 41, 0, 0, 1, 0, 6, 41, 0, 41, 41, 41, 0, 9, 0, 28, 35, 33, 0, 0",5,18
57,N_25_PL_0.5_R_0.75_V_2,"32, 24, 21, 2, 33, 41, 22, 8, 26, 41, 23, 41, 9, 1, 18, 12, 36, 33, 0, 13, 41, 0, 41, 8, 7","41, 41, 0, 0, 0, 37, 41, 0, 0, 1, 0, 6, 41, 0, 41, 41, 41, 0, 9, 0, 28, 35, 33, 0, 0",10,18
57,N_25_PL_0.5_R_0.75_V_2,"32, 24, 21, 2, 33, 41, 22, 8, 26, 41, 23, 41, 9, 1, 18, 12, 36, 33, 0, 13, 41, 0, 41, 8, 7","41, 41, 0, 0, 0, 37, 41, 0, 0, 1, 0, 6, 41, 0, 41, 41, 41, 0, 9, 0, 28, 35, 33, 0, 0",20,18
58,N_25_PL_0.5_R_0.75_V_3,"37, 31, 10, 32, 0, 16, 41, 20, 25, 32, 0, 24, 30, 26, 5, 37, 6, 29, 0, 14, 24, 41, 41, 0, 27","0, 0, 41, 0, 26, 41, 8, 0, 41, 41, 18, 0, 0, 41, 41, 0, 41, 41, 12, 0, 41, 33, 18, 19, 0",1,20
58,N_25_PL_0.5_R_0.75_V_3,"37, 31, 10, 32, 0, 16, 41, 20, 25, 32, 0, 24, 30, 26, 5, 37, 6, 29, 0, 14, 24, 41, 41, 0, 27","0, 0, 41, 0, 26, 41, 8, 0, 41, 41, 18, 0, 0, 41, 41, 0, 41, 41, 12, 0, 41, 33, 18, 19, 0",5,20
58,N_25_PL_0.5_R_0.75_V_3,"37, 31, 10, 32, 0, 16, 41, 20, 25, 32, 0, 24, 30, 26, 5, 37, 6, 29, 0, 14, 24, 41, 41, 0, 27","0, 0, 41, 0, 26, 41, 8, 0, 41, 41, 18, 0, 0, 41, 41, 0, 41, 41, 12, 0, 41, 33, 18, 19, 0",10,20
58,N_25_PL_0.5_R_0.75_V_3,"37, 31, 10, 32, 0, 16, 41, 20, 25, 32, 0, 24, 30, 26, 5, 37, 6, 29, 0, 14, 24, 41, 41, 0, 27","0, 0, 41, 0, 26, 41, 8, 0, 41, 41, 18, 0, 0, 41, 41, 0, 41, 41, 12, 0, 41, 33, 18, 19, 0",20,21
59,N_25_PL_0.5_R_0.75_V_4,"34, 33, 1, 39, 37, 41, 4, 37, 3, 37, 30, 41, 0, 4, 30, 37, 30, 5, 20, 0, 0, 24, 4, 41, 0","41, 0, 41, 41, 41, 33, 0, 0, 0, 0, 0, 25, 40, 0, 41, 0, 41, 41, 41, 28, 28, 41, 0, 15, 30",1,23
59,N_25_PL_0.5_R_0.75_V_4,"34, 33, 1, 39, 37, 41, 4, 37, 3, 37, 30, 41, 0, 4, 30, 37, 30, 5, 20, 0, 0, 24, 4, 41, 0","41, 0, 41, 41, 41, 33, 0, 0, 0, 0, 0, 25, 40, 0, 41, 0, 41, 41, 41, 28, 28, 41, 0, 15, 30",5,24
59,N_25_PL_0.5_R_0.75_V_4,"34, 33, 1, 39, 37, 41, 4, 37, 3, 37, 30, 41, 0, 4, 30, 37, 30, 5, 20, 0, 0, 24, 4, 41, 0","41, 0, 41, 41, 41, 33, 0, 0, 0, 0, 0, 25, 40, 0, 41, 0, 41, 41, 41, 28, 28, 41, 0, 15, 30",10,24
59,N_25_PL_0.5_R_0.75_V_4,"34, 33, 1, 39, 37, 41, 4, 37, 3, 37, 30, 41, 0, 4, 30, 37, 30, 5, 20, 0, 0, 24, 4, 41, 0","41, 0, 41, 41, 41, 33, 0, 0, 0, 0, 0, 25, 40, 0, 41, 0, 41, 41, 41, 28, 28, 41, 0, 15, 30",20,24
60,N_50_PL_0.25_R_0.25_V_0,"0, 41, 26, 17, 0, 0, 41, 0, 41, 8, 41, 0, 41, 0, 39, 0, 28, 0, 0, 0, 0, 32, 8, 0, 0, 0, 0, 25, 0, 41, 28, 0, 0, 0, 0, 0, 0, 0, 14, 41, 0, 0, 0, 20, 0, 41, 1, 0, 0, 41","17, 8, 0, 0, 21, 14, 32, 17, 33, 0, 7, 22, 36, 24, 0, 3, 0, 13, 5, 33, 28, 0, 41, 10, 38, 5, 7, 41, 22, 10, 0, 6, 11, 32, 38, 22, 3, 27, 41, 21, 18, 28, 21, 0, 14, 26, 0, 39, 9, 2",1,14
60,N_50_PL_0.25_R_0.25_V_0,"0, 41, 26, 17, 0, 0, 41, 0, 41, 8, 41, 0, 41, 0, 39, 0, 28, 0, 0, 0, 0, 32, 8, 0, 0, 0, 0, 25, 0, 41, 28, 0, 0, 0, 0, 0, 0, 0, 14, 41, 0, 0, 0, 20, 0, 41, 1, 0, 0, 41","17, 8, 0, 0, 21, 14, 32, 17, 33, 0, 7, 22, 36, 24, 0, 3, 0, 13, 5, 33, 28, 0, 41, 10, 38, 5, 7, 41, 22, 10, 0, 6, 11, 32, 38, 22, 3, 27, 41, 21, 18, 28, 21, 0, 14, 26, 0, 39, 9, 2",5,14
60,N_50_PL_0.25_R_0.25_V_0,"0, 41, 26, 17, 0, 0, 41, 0, 41, 8, 41, 0, 41, 0, 39, 0, 28, 0, 0, 0, 0, 32, 8, 0, 0, 0, 0, 25, 0, 41, 28, 0, 0, 0, 0, 0, 0, 0, 14, 41, 0, 0, 0, 20, 0, 41, 1, 0, 0, 41","17, 8, 0, 0, 21, 14, 32, 17, 33, 0, 7, 22, 36, 24, 0, 3, 0, 13, 5, 33, 28, 0, 41, 10, 38, 5, 7, 41, 22, 10, 0, 6, 11, 32, 38, 22, 3, 27, 41, 21, 18, 28, 21, 0, 14, 26, 0, 39, 9, 2",10,14
60,N_50_PL_0.25_R_0.25_V_0,"0, 41, 26, 17, 0, 0, 41, 0, 41, 8, 41, 0, 41, 0, 39, 0, 28, 0, 0, 0, 0, 32, 8, 0, 0, 0, 0, 25, 0, 41, 28, 0, 0, 0, 0, 0, 0, 0, 14, 41, 0, 0, 0, 20, 0, 41, 1, 0, 0, 41","17, 8, 0, 0, 21, 14, 32, 17, 33, 0, 7, 22, 36, 24, 0, 3, 0, 13, 5, 33, 28, 0, 41, 10, 38, 5, 7, 41, 22, 10, 0, 6, 11, 32, 38, 22, 3, 27, 41, 21, 18, 28, 21, 0, 14, 26, 0, 39, 9, 2",20,14
61,N_50_PL_0.25_R_0.25_V_1,"0, 41, 0, 0, 0, 28, 0, 35, 40, 0, 0, 0, 0, 0, 0, 20, 24, 41, 0, 0, 0, 41, 0, 41, 0, 25, 0, 21, 41, 0, 15, 41, 41, 41, 41, 0, 32, 0, 0, 0, 0, 41, 17, 39, 34, 0, 0, 0, 0, 41","3, 34, 25, 38, 23, 0, 16, 0, 0, 40, 39, 13, 35, 33, 12, 0, 0, 6, 40, 8, 17, 10, 36, 38, 18, 41, 5, 0, 3, 17, 0, 38, 23, 15, 5, 28, 0, 2, 21, 24, 38, 14, 0, 0, 0, 18, 23, 34, 32, 32",1,16
61,N_50_PL_0.25_R_0.25_V_1,"0, 41, 0, 0, 0, 28, 0, 35, 40, 0, 0, 0, 0, 0, 0, 20, 24, 41, 0, 0, 0, 41, 0, 41, 0, 25, 0, 21, 41, 0, 15, 41, 41, 41, 41, 0, 32, 0, 0, 0, 0, 41, 17, 39, 34, 0, 0, 0, 0, 41","3, 34, 25, 38, 23, 0, 16, 0, 0, 40, 39, 13, 35, 33, 12, 0, 0, 6, 40, 8, 17, 10, 36, 38, 18, 41, 5, 0, 3, 17, 0, 38, 23, 15, 5, 28, 0, 2, 21, 24, 38, 14, 0, 0, 0, 18, 23, 34, 32, 32",5,17
61,N_50_PL_0.25_R_0.25_V_1,"0, 41, 0, 0, 0, 28, 0, 35, 40, 0, 0, 0, 0, 0, 0, 20, 24, 41, 0, 0, 0, 41, 0, 41, 0, 25, 0, 21, 41, 0, 15, 41, 41, 41, 41, 0, 32, 0, 0, 0, 0, 41, 17, 39, 34, 0, 0, 0, 0, 41","3, 34, 25, 38, 23, 0, 16, 0, 0, 40, 39, 13, 35, 33, 12, 0, 0, 6, 40, 8, 17, 10, 36, 38, 18, 41, 5, 0, 3, 17, 0, 38, 23, 15, 5, 28, 0, 2, 21, 24, 38, 14, 0, 0, 0, 18, 23, 34, 32, 32",10,17
61,N_50_PL_0.25_R_0.25_V_1,"0, 41, 0, 0, 0, 28, 0, 35, 40, 0, 0, 0, 0, 0, 0, 20, 24, 41, 0, 0, 0, 41, 0, 41, 0, 25, 0, 21, 41, 0, 15, 41, 41, 41, 41, 0, 32, 0, 0, 0, 0, 41, 17, 39, 34, 0, 0, 0, 0, 41","3, 34, 25, 38, 23, 0, 16, 0, 0, 40, 39, 13, 35, 33, 12, 0, 0, 6, 40, 8, 17, 10, 36, 38, 18, 41, 5, 0, 3, 17, 0, 38, 23, 15, 5, 28, 0, 2, 21, 24, 38, 14, 0, 0, 0, 18, 23, 34, 32, 32",20,18
62,N_50_PL_0.25_R_0.25_V_2,"0, 0, 0, 17, 0, 41, 41, 17, 0, 41, 0, 41, 0, 0, 4, 0, 41, 0, 15, 0, 0, 41, 0, 23, 38, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 5, 41, 18, 0, 0, 0, 0, 27, 0, 0, 37, 6, 0, 0, 0","13, 9, 29, 41, 23, 34, 23, 0, 10, 37, 16, 30, 9, 18, 0, 29, 34, 13, 0, 39, 36, 20, 9, 0, 41, 29, 22, 41, 18, 31, 36, 20, 10, 28, 10, 41, 33, 0, 11, 34, 31, 36, 0, 32, 11, 41, 0, 37, 16, 11",1,13
62,N_50_PL_0.25_R_0.25_V_2,"0, 0, 0, 17, 0, 41, 41, 17, 0, 41, 0, 41, 0, 0, 4, 0, 41, 0, 15, 0, 0, 41, 0, 23, 38, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 5, 41, 18, 0, 0, 0, 0, 27, 0, 0, 37, 6, 0, 0, 0","13, 9, 29, 41, 23, 34, 23, 0, 10, 37, 16, 30, 9, 18, 0, 29, 34, 13, 0, 39, 36, 20, 9, 0, 41, 29, 22, 41, 18, 31, 36, 20, 10, 28, 10, 41, 33, 0, 11, 34, 31, 36, 0, 32, 11, 41, 0, 37, 16, 11",5,13
62,N_50_PL_0.25_R_0.25_V_2,"0, 0, 0, 17, 0, 41, 41, 17, 0, 41, 0, 41, 0, 0, 4, 0, 41, 0, 15, 0, 0, 41, 0, 23, 38, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 5, 41, 18, 0, 0, 0, 0, 27, 0, 0, 37, 6, 0, 0, 0","13, 9, 29, 41, 23, 34, 23, 0, 10, 37, 16, 30, 9, 18, 0, 29, 34, 13, 0, 39, 36, 20, 9, 0, 41, 29, 22, 41, 18, 31, 36, 20, 10, 28, 10, 41, 33, 0, 11, 34, 31, 36, 0, 32, 11, 41, 0, 37, 16, 11",10,13
62,N_50_PL_0.25_R_0.25_V_2,"0, 0, 0, 17, 0, 41, 41, 17, 0, 41, 0, 41, 0, 0, 4, 0, 41, 0, 15, 0, 0, 41, 0, 23, 38, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 5, 41, 18, 0, 0, 0, 0, 27, 0, 0, 37, 6, 0, 0, 0","13, 9, 29, 41, 23, 34, 23, 0, 10, 37, 16, 30, 9, 18, 0, 29, 34, 13, 0, 39, 36, 20, 9, 0, 41, 29, 22, 41, 18, 31, 36, 20, 10, 28, 10, 41, 33, 0, 11, 34, 31, 36, 0, 32, 11, 41, 0, 37, 16, 11",20,13
63,N_50_PL_0.25_R_0.25_V_3,"0, 0, 30, 0, 0, 0, 41, 27, 41, 0, 0, 41, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 2, 0, 23, 10, 0, 0, 0, 41, 9, 18, 27, 0, 0, 0, 41, 39, 0, 0, 0, 0, 0, 4, 12, 28, 0, 41, 0, 0","17, 13, 0, 25, 25, 28, 33, 0, 12, 12, 37, 30, 20, 6, 36, 32, 1, 39, 28, 5, 29, 13, 0, 9, 0, 0, 28, 36, 38, 17, 0, 41, 41, 36, 22, 8, 8, 0, 31, 36, 8, 25, 18, 41, 41, 0, 25, 7, 9, 3",1,15
63,N_50_PL_0.25_R_0.25_V_3,"0, 0, 30, 0, 0, 0, 41, 27, 41, 0, 0, 41, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 2, 0, 23, 10, 0, 0, 0, 41, 9, 18, 27, 0, 0, 0, 41, 39, 0, 0, 0, 0, 0, 4, 12, 28, 0, 41, 0, 0","17, 13, 0, 25, 25, 28, 33, 0, 12, 12, 37, 30, 20, 6, 36, 32, 1, 39, 28, 5, 29, 13, 0, 9, 0, 0, 28, 36, 38, 17, 0, 41, 41, 36, 22, 8, 8, 0, 31, 36, 8, 25, 18, 41, 41, 0, 25, 7, 9, 3",5,14
63,N_50_PL_0.25_R_0.25_V_3,"0, 0, 30, 0, 0, 0, 41, 27, 41, 0, 0, 41, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 2, 0, 23, 10, 0, 0, 0, 41, 9, 18, 27, 0, 0, 0, 41, 39, 0, 0, 0, 0, 0, 4, 12, 28, 0, 41, 0, 0","17, 13, 0, 25, 25, 28, 33, 0, 12, 12, 37, 30, 20, 6, 36, 32, 1, 39, 28, 5, 29, 13, 0, 9, 0, 0, 28, 36, 38, 17, 0, 41, 41, 36, 22, 8, 8, 0, 31, 36, 8, 25, 18, 41, 41, 0, 25, 7, 9, 3",10,14
63,N_50_PL_0.25_R_0.25_V_3,"0, 0, 30, 0, 0, 0, 41, 27, 41, 0, 0, 41, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 2, 0, 23, 10, 0, 0, 0, 41, 9, 18, 27, 0, 0, 0, 41, 39, 0, 0, 0, 0, 0, 4, 12, 28, 0, 41, 0, 0","17, 13, 0, 25, 25, 28, 33, 0, 12, 12, 37, 30, 20, 6, 36, 32, 1, 39, 28, 5, 29, 13, 0, 9, 0, 0, 28, 36, 38, 17, 0, 41, 41, 36, 22, 8, 8, 0, 31, 36, 8, 25, 18, 41, 41, 0, 25, 7, 9, 3",20,14
64,N_50_PL_0.25_R_0.25_V_4,"41, 0, 0, 15, 4, 0, 6, 4, 0, 0, 12, 0, 17, 6, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 18, 41, 23, 0, 0, 8, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 41, 10, 41, 41","33, 15, 21, 0, 0, 33, 0, 0, 2, 36, 41, 33, 0, 41, 20, 31, 0, 21, 15, 15, 2, 13, 10, 33, 3, 35, 14, 0, 8, 0, 16, 16, 0, 16, 40, 35, 23, 38, 27, 36, 36, 33, 30, 16, 28, 28, 6, 0, 39, 34",1,15
64,N_50_PL_0.25_R_0.25_V_4,"41, 0, 0, 15, 4, 0, 6, 4, 0, 0, 12, 0, 17, 6, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 18, 41, 23, 0, 0, 8, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 41, 10, 41, 41","33, 15, 21, 0, 0, 33, 0, 0, 2, 36, 41, 33, 0, 41, 20, 31, 0, 21, 15, 15, 2, 13, 10, 33, 3, 35, 14, 0, 8, 0, 16, 16, 0, 16, 40, 35, 23, 38, 27, 36, 36, 33, 30, 16, 28, 28, 6, 0, 39, 34",5,15
64,N_50_PL_0.25_R_0.25_V_4,"41, 0, 0, 15, 4, 0, 6, 4, 0, 0, 12, 0, 17, 6, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 18, 41, 23, 0, 0, 8, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 41, 10, 41, 41","33, 15, 21, 0, 0, 33, 0, 0, 2, 36, 41, 33, 0, 41, 20, 31, 0, 21, 15, 15, 2, 13, 10, 33, 3, 35, 14, 0, 8, 0, 16, 16, 0, 16, 40, 35, 23, 38, 27, 36, 36, 33, 30, 16, 28, 28, 6, 0, 39, 34",10,15
64,N_50_PL_0.25_R_0.25_V_4,"41, 0, 0, 15, 4, 0, 6, 4, 0, 0, 12, 0, 17, 6, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 18, 41, 23, 0, 0, 8, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 41, 41, 10, 41, 41","33, 15, 21, 0, 0, 33, 0, 0, 2, 36, 41, 33, 0, 41, 20, 31, 0, 21, 15, 15, 2, 13, 10, 33, 3, 35, 14, 0, 8, 0, 16, 16, 0, 16, 40, 35, 23, 38, 27, 36, 36, 33, 30, 16, 28, 28, 6, 0, 39, 34",20,15
65,N_50_PL_0.25_R_0.5_V_0,"41, 36, 0, 0, 0, 41, 40, 15, 16, 17, 20, 0, 0, 41, 21, 0, 38, 23, 25, 35, 26, 0, 0, 20, 24, 41, 0, 0, 38, 41, 5, 14, 0, 41, 0, 0, 0, 2, 13, 0, 4, 0, 30, 30, 29, 0, 9, 19, 41, 41","25, 0, 26, 34, 18, 31, 0, 0, 0, 41, 41, 40, 5, 27, 0, 35, 0, 0, 0, 0, 0, 29, 14, 0, 0, 8, 24, 23, 0, 33, 0, 0, 16, 17, 4, 37, 36, 0, 0, 4, 41, 7, 0, 0, 0, 22, 0, 41, 2, 13",1,17
65,N_50_PL_0.25_R_0.5_V_0,"41, 36, 0, 0, 0, 41, 40, 15, 16, 17, 20, 0, 0, 41, 21, 0, 38, 23, 25, 35, 26, 0, 0, 20, 24, 41, 0, 0, 38, 41, 5, 14, 0, 41, 0, 0, 0, 2, 13, 0, 4, 0, 30, 30, 29, 0, 9, 19, 41, 41","25, 0, 26, 34, 18, 31, 0, 0, 0, 41, 41, 40, 5, 27, 0, 35, 0, 0, 0, 0, 0, 29, 14, 0, 0, 8, 24, 23, 0, 33, 0, 0, 16, 17, 4, 37, 36, 0, 0, 4, 41, 7, 0, 0, 0, 22, 0, 41, 2, 13",5,16
65,N_50_PL_0.25_R_0.5_V_0,"41, 36, 0, 0, 0, 41, 40, 15, 16, 17, 20, 0, 0, 41, 21, 0, 38, 23, 25, 35, 26, 0, 0, 20, 24, 41, 0, 0, 38, 41, 5, 14, 0, 41, 0, 0, 0, 2, 13, 0, 4, 0, 30, 30, 29, 0, 9, 19, 41, 41","25, 0, 26, 34, 18, 31, 0, 0, 0, 41, 41, 40, 5, 27, 0, 35, 0, 0, 0, 0, 0, 29, 14, 0, 0, 8, 24, 23, 0, 33, 0, 0, 16, 17, 4, 37, 36, 0, 0, 4, 41, 7, 0, 0, 0, 22, 0, 41, 2, 13",10,16
65,N_50_PL_0.25_R_0.5_V_0,"41, 36, 0, 0, 0, 41, 40, 15, 16, 17, 20, 0, 0, 41, 21, 0, 38, 23, 25, 35, 26, 0, 0, 20, 24, 41, 0, 0, 38, 41, 5, 14, 0, 41, 0, 0, 0, 2, 13, 0, 4, 0, 30, 30, 29, 0, 9, 19, 41, 41","25, 0, 26, 34, 18, 31, 0, 0, 0, 41, 41, 40, 5, 27, 0, 35, 0, 0, 0, 0, 0, 29, 14, 0, 0, 8, 24, 23, 0, 33, 0, 0, 16, 17, 4, 37, 36, 0, 0, 4, 41, 7, 0, 0, 0, 22, 0, 41, 2, 13",20,17
66,N_50_PL_0.25_R_0.5_V_1,"3, 0, 35, 5, 0, 25, 34, 6, 15, 0, 4, 37, 36, 23, 0, 5, 0, 0, 7, 8, 11, 0, 13, 31, 0, 0, 0, 0, 1, 34, 0, 2, 0, 41, 41, 41, 41, 0, 40, 41, 0, 0, 0, 30, 0, 0, 0, 38, 3, 3","0, 31, 0, 0, 34, 41, 41, 0, 41, 12, 0, 0, 0, 0, 30, 0, 1, 39, 0, 0, 0, 25, 0, 41, 18, 12, 37, 14, 41, 41, 6, 0, 21, 6, 7, 13, 19, 11, 0, 6, 35, 24, 6, 0, 39, 11, 3, 0, 41, 0",1,14
66,N_50_PL_0.25_R_0.5_V_1,"3, 0, 35, 5, 0, 25, 34, 6, 15, 0, 4, 37, 36, 23, 0, 5, 0, 0, 7, 8, 11, 0, 13, 31, 0, 0, 0, 0, 1, 34, 0, 2, 0, 41, 41, 41, 41, 0, 40, 41, 0, 0, 0, 30, 0, 0, 0, 38, 3, 3","0, 31, 0, 0, 34, 41, 41, 0, 41, 12, 0, 0, 0, 0, 30, 0, 1, 39, 0, 0, 0, 25, 0, 41, 18, 12, 37, 14, 41, 41, 6, 0, 21, 6, 7, 13, 19, 11, 0, 6, 35, 24, 6, 0, 39, 11, 3, 0, 41, 0",5,14
66,N_50_PL_0.25_R_0.5_V_1,"3, 0, 35, 5, 0, 25, 34, 6, 15, 0, 4, 37, 36, 23, 0, 5, 0, 0, 7, 8, 11, 0, 13, 31, 0, 0, 0, 0, 1, 34, 0, 2, 0, 41, 41, 41, 41, 0, 40, 41, 0, 0, 0, 30, 0, 0, 0, 38, 3, 3","0, 31, 0, 0, 34, 41, 41, 0, 41, 12, 0, 0, 0, 0, 30, 0, 1, 39, 0, 0, 0, 25, 0, 41, 18, 12, 37, 14, 41, 41, 6, 0, 21, 6, 7, 13, 19, 11, 0, 6, 35, 24, 6, 0, 39, 11, 3, 0, 41, 0",10,13
66,N_50_PL_0.25_R_0.5_V_1,"3, 0, 35, 5, 0, 25, 34, 6, 15, 0, 4, 37, 36, 23, 0, 5, 0, 0, 7, 8, 11, 0, 13, 31, 0, 0, 0, 0, 1, 34, 0, 2, 0, 41, 41, 41, 41, 0, 40, 41, 0, 0, 0, 30, 0, 0, 0, 38, 3, 3","0, 31, 0, 0, 34, 41, 41, 0, 41, 12, 0, 0, 0, 0, 30, 0, 1, 39, 0, 0, 0, 25, 0, 41, 18, 12, 37, 14, 41, 41, 6, 0, 21, 6, 7, 13, 19, 11, 0, 6, 35, 24, 6, 0, 39, 11, 3, 0, 41, 0",20,13
67,N_50_PL_0.25_R_0.5_V_2,"0, 35, 41, 23, 0, 0, 0, 0, 35, 1, 39, 0, 35, 0, 4, 0, 0, 37, 17, 23, 16, 30, 25, 0, 2, 24, 41, 41, 3, 28, 0, 41, 0, 0, 21, 29, 41, 41, 0, 18, 9, 0, 31, 0, 0, 1, 32, 28, 0, 0","1, 0, 40, 0, 26, 36, 1, 37, 0, 0, 41, 4, 0, 14, 0, 28, 4, 0, 0, 0, 0, 0, 41, 18, 0, 0, 7, 29, 0, 41, 3, 3, 20, 14, 0, 41, 32, 17, 1, 0, 0, 14, 41, 19, 28, 41, 0, 0, 24, 5",1,16
67,N_50_PL_0.25_R_0.5_V_2,"0, 35, 41, 23, 0, 0, 0, 0, 35, 1, 39, 0, 35, 0, 4, 0, 0, 37, 17, 23, 16, 30, 25, 0, 2, 24, 41, 41, 3, 28, 0, 41, 0, 0, 21, 29, 41, 41, 0, 18, 9, 0, 31, 0, 0, 1, 32, 28, 0, 0","1, 0, 40, 0, 26, 36, 1, 37, 0, 0, 41, 4, 0, 14, 0, 28, 4, 0, 0, 0, 0, 0, 41, 18, 0, 0, 7, 29, 0, 41, 3, 3, 20, 14, 0, 41, 32, 17, 1, 0, 0, 14, 41, 19, 28, 41, 0, 0, 24, 5",5,17
67,N_50_PL_0.25_R_0.5_V_2,"0, 35, 41, 23, 0, 0, 0, 0, 35, 1, 39, 0, 35, 0, 4, 0, 0, 37, 17, 23, 16, 30, 25, 0, 2, 24, 41, 41, 3, 28, 0, 41, 0, 0, 21, 29, 41, 41, 0, 18, 9, 0, 31, 0, 0, 1, 32, 28, 0, 0","1, 0, 40, 0, 26, 36, 1, 37, 0, 0, 41, 4, 0, 14, 0, 28, 4, 0, 0, 0, 0, 0, 41, 18, 0, 0, 7, 29, 0, 41, 3, 3, 20, 14, 0, 41, 32, 17, 1, 0, 0, 14, 41, 19, 28, 41, 0, 0, 24, 5",10,16
