,name,raw_org,raw_dest,p,best_h
219,N_25_PL_0.5_R_0.5_V_14,"0, 0, 2, 41, 20, 11, 41, 20, 0, 41, 0, 30, 12, 23, 35, 0, 0, 41, 8, 41, 41, 22, 16, 0, 31","30, 37, 0, 11, 41, 41, 22, 0, 8, 18, 1, 0, 0, 41, 0, 4, 37, 29, 41, 21, 23, 41, 0, 5, 41",20,0
220,N_25_PL_0.5_R_0.75_V_10,"41, 5, 17, 16, 0, 39, 7, 0, 41, 4, 5, 7, 0, 41, 36, 3, 21, 41, 14, 1, 32, 5, 24, 5, 22","8, 41, 0, 41, 31, 0, 41, 29, 38, 0, 41, 41, 9, 16, 0, 41, 0, 21, 0, 0, 0, 41, 0, 41, 0",1,0
221,N_25_PL_0.5_R_0.75_V_10,"41, 5, 17, 16, 0, 39, 7, 0, 41, 4, 5, 7, 0, 41, 36, 3, 21, 41, 14, 1, 32, 5, 24, 5, 22","8, 41, 0, 41, 31, 0, 41, 29, 38, 0, 41, 41, 9, 16, 0, 41, 0, 21, 0, 0, 0, 41, 0, 41, 0",5,0
222,N_25_PL_0.5_R_0.75_V_10,"41, 5, 17, 16, 0, 39, 7, 0, 41, 4, 5, 7, 0, 41, 36, 3, 21, 41, 14, 1, 32, 5, 24, 5, 22","8, 41, 0, 41, 31, 0, 41, 29, 38, 0, 41, 41, 9, 16, 0, 41, 0, 21, 0, 0, 0, 41, 0, 41, 0",10,0
223,N_25_PL_0.5_R_0.75_V_10,"41, 5, 17, 16, 0, 39, 7, 0, 41, 4, 5, 7, 0, 41, 36, 3, 21, 41, 14, 1, 32, 5, 24, 5, 22","8, 41, 0, 41, 31, 0, 41, 29, 38, 0, 41, 41, 9, 16, 0, 41, 0, 21, 0, 0, 0, 41, 0, 41, 0",20,0
224,N_25_PL_0.5_R_0.75_V_11,"15, 14, 7, 4, 41, 2, 30, 35, 8, 37, 0, 15, 41, 10, 0, 14, 9, 41, 24, 22, 3, 18, 40, 41, 0","0, 0, 0, 41, 5, 0, 41, 41, 0, 0, 9, 0, 30, 41, 36, 41, 0, 16, 0, 0, 41, 41, 41, 34, 25",1,0
225,N_25_PL_0.5_R_0.75_V_11,"15, 14, 7, 4, 41, 2, 30, 35, 8, 37, 0, 15, 41, 10, 0, 14, 9, 41, 24, 22, 3, 18, 40, 41, 0","0, 0, 0, 41, 5, 0, 41, 41, 0, 0, 9, 0, 30, 41, 36, 41, 0, 16, 0, 0, 41, 41, 41, 34, 25",5,0
226,N_25_PL_0.5_R_0.75_V_11,"15, 14, 7, 4, 41, 2, 30, 35, 8, 37, 0, 15, 41, 10, 0, 14, 9, 41, 24, 22, 3, 18, 40, 41, 0","0, 0, 0, 41, 5, 0, 41, 41, 0, 0, 9, 0, 30, 41, 36, 41, 0, 16, 0, 0, 41, 41, 41, 34, 25",10,0
227,N_25_PL_0.5_R_0.75_V_11,"15, 14, 7, 4, 41, 2, 30, 35, 8, 37, 0, 15, 41, 10, 0, 14, 9, 41, 24, 22, 3, 18, 40, 41, 0","0, 0, 0, 41, 5, 0, 41, 41, 0, 0, 9, 0, 30, 41, 36, 41, 0, 16, 0, 0, 41, 41, 41, 34, 25",20,0
228,N_25_PL_0.5_R_0.75_V_12,"40, 6, 25, 41, 22, 40, 0, 18, 7, 0, 34, 41, 16, 19, 4, 31, 10, 41, 41, 4, 11, 23, 0, 31, 9","41, 0, 0, 37, 0, 41, 2, 0, 41, 6, 0, 32, 0, 0, 41, 0, 41, 21, 24, 0, 41, 0, 26, 41, 41",1,0
229,N_25_PL_0.5_R_0.75_V_12,"40, 6, 25, 41, 22, 40, 0, 18, 7, 0, 34, 41, 16, 19, 4, 31, 10, 41, 41, 4, 11, 23, 0, 31, 9","41, 0, 0, 37, 0, 41, 2, 0, 41, 6, 0, 32, 0, 0, 41, 0, 41, 21, 24, 0, 41, 0, 26, 41, 41",5,0
230,N_25_PL_0.5_R_0.75_V_12,"40, 6, 25, 41, 22, 40, 0, 18, 7, 0, 34, 41, 16, 19, 4, 31, 10, 41, 41, 4, 11, 23, 0, 31, 9","41, 0, 0, 37, 0, 41, 2, 0, 41, 6, 0, 32, 0, 0, 41, 0, 41, 21, 24, 0, 41, 0, 26, 41, 41",10,0
231,N_25_PL_0.5_R_0.75_V_12,"40, 6, 25, 41, 22, 40, 0, 18, 7, 0, 34, 41, 16, 19, 4, 31, 10, 41, 41, 4, 11, 23, 0, 31, 9","41, 0, 0, 37, 0, 41, 2, 0, 41, 6, 0, 32, 0, 0, 41, 0, 41, 21, 24, 0, 41, 0, 26, 41, 41",20,0
232,N_25_PL_0.5_R_0.75_V_13,"16, 0, 15, 6, 8, 25, 35, 1, 33, 26, 41, 25, 41, 0, 0, 10, 41, 34, 14, 20, 0, 11, 1, 39, 4","41, 37, 41, 0, 0, 41, 41, 0, 41, 0, 6, 0, 4, 28, 32, 0, 40, 41, 41, 0, 22, 41, 41, 0, 0",1,0
233,N_25_PL_0.5_R_0.75_V_13,"16, 0, 15, 6, 8, 25, 35, 1, 33, 26, 41, 25, 41, 0, 0, 10, 41, 34, 14, 20, 0, 11, 1, 39, 4","41, 37, 41, 0, 0, 41, 41, 0, 41, 0, 6, 0, 4, 28, 32, 0, 40, 41, 41, 0, 22, 41, 41, 0, 0",5,0
234,N_25_PL_0.5_R_0.75_V_13,"16, 0, 15, 6, 8, 25, 35, 1, 33, 26, 41, 25, 41, 0, 0, 10, 41, 34, 14, 20, 0, 11, 1, 39, 4","41, 37, 41, 0, 0, 41, 41, 0, 41, 0, 6, 0, 4, 28, 32, 0, 40, 41, 41, 0, 22, 41, 41, 0, 0",10,0
235,N_25_PL_0.5_R_0.75_V_13,"16, 0, 15, 6, 8, 25, 35, 1, 33, 26, 41, 25, 41, 0, 0, 10, 41, 34, 14, 20, 0, 11, 1, 39, 4","41, 37, 41, 0, 0, 41, 41, 0, 41, 0, 6, 0, 4, 28, 32, 0, 40, 41, 41, 0, 22, 41, 41, 0, 0",20,0
236,N_25_PL_0.5_R_0.75_V_14,"0, 31, 18, 8, 35, 26, 20, 40, 2, 1, 0, 2, 3, 0, 41, 41, 20, 25, 41, 23, 21, 10, 1, 41, 38","10, 0, 41, 0, 41, 0, 41, 0, 0, 41, 12, 41, 0, 3, 33, 21, 0, 0, 33, 0, 0, 41, 41, 3, 41",1,0
237,N_25_PL_0.5_R_0.75_V_14,"0, 31, 18, 8, 35, 26, 20, 40, 2, 1, 0, 2, 3, 0, 41, 41, 20, 25, 41, 23, 21, 10, 1, 41, 38","10, 0, 41, 0, 41, 0, 41, 0, 0, 41, 12, 41, 0, 3, 33, 21, 0, 0, 33, 0, 0, 41, 41, 3, 41",5,0
238,N_25_PL_0.5_R_0.75_V_14,"0, 31, 18, 8, 35, 26, 20, 40, 2, 1, 0, 2, 3, 0, 41, 41, 20, 25, 41, 23, 21, 10, 1, 41, 38","10, 0, 41, 0, 41, 0, 41, 0, 0, 41, 12, 41, 0, 3, 33, 21, 0, 0, 33, 0, 0, 41, 41, 3, 41",10,0
239,N_25_PL_0.5_R_0.75_V_14,"0, 31, 18, 8, 35, 26, 20, 40, 2, 1, 0, 2, 3, 0, 41, 41, 20, 25, 41, 23, 21, 10, 1, 41, 38","10, 0, 41, 0, 41, 0, 41, 0, 0, 41, 12, 41, 0, 3, 33, 21, 0, 0, 33, 0, 0, 41, 41, 3, 41",20,0
240,N_50_PL_0.25_R_0.25_V_10,"34, 0, 0, 0, 0, 0, 1, 0, 41, 0, 21, 15, 0, 0, 0, 0, 17, 41, 0, 0, 0, 0, 41, 41, 0, 0, 35, 13, 0, 35, 41, 41, 1, 0, 0, 13, 41, 0, 0, 0, 41, 0, 0, 0, 0, 0, 19, 0, 41, 33","0, 20, 10, 39, 23, 13, 41, 35, 30, 24, 0, 0, 28, 23, 25, 34, 0, 28, 14, 34, 19, 39, 20, 20, 35, 30, 0, 0, 1, 41, 3, 24, 0, 35, 17, 0, 28, 26, 30, 22, 1, 35, 17, 9, 13, 28, 0, 11, 39, 41",1,0
241,N_50_PL_0.25_R_0.25_V_10,"34, 0, 0, 0, 0, 0, 1, 0, 41, 0, 21, 15, 0, 0, 0, 0, 17, 41, 0, 0, 0, 0, 41, 41, 0, 0, 35, 13, 0, 35, 41, 41, 1, 0, 0, 13, 41, 0, 0, 0, 41, 0, 0, 0, 0, 0, 19, 0, 41, 33","0, 20, 10, 39, 23, 13, 41, 35, 30, 24, 0, 0, 28, 23, 25, 34, 0, 28, 14, 34, 19, 39, 20, 20, 35, 30, 0, 0, 1, 41, 3, 24, 0, 35, 17, 0, 28, 26, 30, 22, 1, 35, 17, 9, 13, 28, 0, 11, 39, 41",5,0
242,N_50_PL_0.25_R_0.25_V_10,"34, 0, 0, 0, 0, 0, 1, 0, 41, 0, 21, 15, 0, 0, 0, 0, 17, 41, 0, 0, 0, 0, 41, 41, 0, 0, 35, 13, 0, 35, 41, 41, 1, 0, 0, 13, 41, 0, 0, 0, 41, 0, 0, 0, 0, 0, 19, 0, 41, 33","0, 20, 10, 39, 23, 13, 41, 35, 30, 24, 0, 0, 28, 23, 25, 34, 0, 28, 14, 34, 19, 39, 20, 20, 35, 30, 0, 0, 1, 41, 3, 24, 0, 35, 17, 0, 28, 26, 30, 22, 1, 35, 17, 9, 13, 28, 0, 11, 39, 41",10,0
243,N_50_PL_0.25_R_0.25_V_10,"34, 0, 0, 0, 0, 0, 1, 0, 41, 0, 21, 15, 0, 0, 0, 0, 17, 41, 0, 0, 0, 0, 41, 41, 0, 0, 35, 13, 0, 35, 41, 41, 1, 0, 0, 13, 41, 0, 0, 0, 41, 0, 0, 0, 0, 0, 19, 0, 41, 33","0, 20, 10, 39, 23, 13, 41, 35, 30, 24, 0, 0, 28, 23, 25, 34, 0, 28, 14, 34, 19, 39, 20, 20, 35, 30, 0, 0, 1, 41, 3, 24, 0, 35, 17, 0, 28, 26, 30, 22, 1, 35, 17, 9, 13, 28, 0, 11, 39, 41",20,0
244,N_50_PL_0.25_R_0.25_V_11,"41, 0, 0, 0, 0, 20, 0, 0, 41, 34, 0, 0, 0, 0, 0, 41, 0, 40, 38, 0, 12, 4, 0, 0, 41, 0, 0, 0, 41, 17, 12, 41, 0, 0, 0, 41, 41, 41, 16, 41, 0, 0, 0, 0, 0, 37, 40, 0, 21, 0","14, 23, 25, 7, 18, 41, 38, 33, 18, 0, 38, 39, 28, 25, 38, 22, 31, 0, 0, 21, 0, 0, 39, 10, 36, 3, 34, 33, 22, 0, 41, 18, 21, 19, 28, 22, 22, 13, 0, 28, 34, 33, 13, 32, 32, 0, 0, 11, 0, 32",1,0
245,N_50_PL_0.25_R_0.25_V_11,"41, 0, 0, 0, 0, 20, 0, 0, 41, 34, 0, 0, 0, 0, 0, 41, 0, 40, 38, 0, 12, 4, 0, 0, 41, 0, 0, 0, 41, 17, 12, 41, 0, 0, 0, 41, 41, 41, 16, 41, 0, 0, 0, 0, 0, 37, 40, 0, 21, 0","14, 23, 25, 7, 18, 41, 38, 33, 18, 0, 38, 39, 28, 25, 38, 22, 31, 0, 0, 21, 0, 0, 39, 10, 36, 3, 34, 33, 22, 0, 41, 18, 21, 19, 28, 22, 22, 13, 0, 28, 34, 33, 13, 32, 32, 0, 0, 11, 0, 32",5,0
246,N_50_PL_0.25_R_0.25_V_11,"41, 0, 0, 0, 0, 20, 0, 0, 41, 34, 0, 0, 0, 0, 0, 41, 0, 40, 38, 0, 12, 4, 0, 0, 41, 0, 0, 0, 41, 17, 12, 41, 0, 0, 0, 41, 41, 41, 16, 41, 0, 0, 0, 0, 0, 37, 40, 0, 21, 0","14, 23, 25, 7, 18, 41, 38, 33, 18, 0, 38, 39, 28, 25, 38, 22, 31, 0, 0, 21, 0, 0, 39, 10, 36, 3, 34, 33, 22, 0, 41, 18, 21, 19, 28, 22, 22, 13, 0, 28, 34, 33, 13, 32, 32, 0, 0, 11, 0, 32",10,0
247,N_50_PL_0.25_R_0.25_V_11,"41, 0, 0, 0, 0, 20, 0, 0, 41, 34, 0, 0, 0, 0, 0, 41, 0, 40, 38, 0, 12, 4, 0, 0, 41, 0, 0, 0, 41, 17, 12, 41, 0, 0, 0, 41, 41, 41, 16, 41, 0, 0, 0, 0, 0, 37, 40, 0, 21, 0","14, 23, 25, 7, 18, 41, 38, 33, 18, 0, 38, 39, 28, 25, 38, 22, 31, 0, 0, 21, 0, 0, 39, 10, 36, 3, 34, 33, 22, 0, 41, 18, 21, 19, 28, 22, 22, 13, 0, 28, 34, 33, 13, 32, 32, 0, 0, 11, 0, 32",20,0
248,N_50_PL_0.25_R_0.25_V_12,"0, 0, 41, 0, 0, 41, 0, 0, 0, 8, 0, 0, 0, 41, 0, 41, 0, 21, 0, 0, 13, 9, 41, 41, 0, 0, 20, 0, 8, 41, 0, 41, 0, 30, 0, 0, 3, 31, 41, 0, 29, 12, 0, 41, 0, 31, 0, 0, 0, 0","9, 32, 26, 16, 5, 4, 38, 16, 8, 0, 22, 36, 15, 34, 15, 40, 18, 41, 1, 40, 0, 0, 26, 9, 35, 34, 41, 36, 0, 35, 39, 7, 33, 0, 35, 12, 0, 0, 14, 40, 0, 0, 10, 30, 35, 0, 30, 17, 3, 30",1,0
249,N_50_PL_0.25_R_0.25_V_12,"0, 0, 41, 0, 0, 41, 0, 0, 0, 8, 0, 0, 0, 41, 0, 41, 0, 21, 0, 0, 13, 9, 41, 41, 0, 0, 20, 0, 8, 41, 0, 41, 0, 30, 0, 0, 3, 31, 41, 0, 29, 12, 0, 41, 0, 31, 0, 0, 0, 0","9, 32, 26, 16, 5, 4, 38, 16, 8, 0, 22, 36, 15, 34, 15, 40, 18, 41, 1, 40, 0, 0, 26, 9, 35, 34, 41, 36, 0, 35, 39, 7, 33, 0, 35, 12, 0, 0, 14, 40, 0, 0, 10, 30, 35, 0, 30, 17, 3, 30",5,0
250,N_50_PL_0.25_R_0.25_V_12,"0, 0, 41, 0, 0, 41, 0, 0, 0, 8, 0, 0, 0, 41, 0, 41, 0, 21, 0, 0, 13, 9, 41, 41, 0, 0, 20, 0, 8, 41, 0, 41, 0, 30, 0, 0, 3, 31, 41, 0, 29, 12, 0, 41, 0, 31, 0, 0, 0, 0","9, 32, 26, 16, 5, 4, 38, 16, 8, 0, 22, 36, 15, 34, 15, 40, 18, 41, 1, 40, 0, 0, 26, 9, 35, 34, 41, 36, 0, 35, 39, 7, 33, 0, 35, 12, 0, 0, 14, 40, 0, 0, 10, 30, 35, 0, 30, 17, 3, 30",10,0
251,N_50_PL_0.25_R_0.25_V_12,"0, 0, 41, 0, 0, 41, 0, 0, 0, 8, 0, 0, 0, 41, 0, 41, 0, 21, 0, 0, 13, 9, 41, 41, 0, 0, 20, 0, 8, 41, 0, 41, 0, 30, 0, 0, 3, 31, 41, 0, 29, 12, 0, 41, 0, 31, 0, 0, 0, 0","9, 32, 26, 16, 5, 4, 38, 16, 8, 0, 22, 36, 15, 34, 15, 40, 18, 41, 1, 40, 0, 0, 26, 9, 35, 34, 41, 36, 0, 35, 39, 7, 33, 0, 35, 12, 0, 0, 14, 40, 0, 0, 10, 30, 35, 0, 30, 17, 3, 30",20,0
252,N_50_PL_0.25_R_0.25_V_13,"41, 0, 0, 6, 0, 0, 28, 34, 41, 0, 0, 0, 25, 0, 41, 0, 41, 41, 32, 0, 0, 0, 41, 12, 0, 0, 0, 31, 0, 28, 12, 0, 0, 0, 7, 0, 0, 0, 0, 18, 35, 0, 0, 41, 0, 41, 0, 0, 41, 41","39, 35, 7, 0, 36, 37, 0, 41, 6, 29, 27, 18, 0, 35, 3, 17, 21, 24, 41, 34, 13, 40, 21, 0, 22, 37, 33, 0, 28, 0, 0, 21, 5, 16, 0, 20, 2, 37, 7, 0, 0, 22, 20, 26, 23, 2, 9, 35, 13, 8",1,0
253,N_50_PL_0.25_R_0.25_V_13,"41, 0, 0, 6, 0, 0, 28, 34, 41, 0, 0, 0, 25, 0, 41, 0, 41, 41, 32, 0, 0, 0, 41, 12, 0, 0, 0, 31, 0, 28, 12, 0, 0, 0, 7, 0, 0, 0, 0, 18, 35, 0, 0, 41, 0, 41, 0, 0, 41, 41","39, 35, 7, 0, 36, 37, 0, 41, 6, 29, 27, 18, 0, 35, 3, 17, 21, 24, 41, 34, 13, 40, 21, 0, 22, 37, 33, 0, 28, 0, 0, 21, 5, 16, 0, 20, 2, 37, 7, 0, 0, 22, 20, 26, 23, 2, 9, 35, 13, 8",5,0
254,N_50_PL_0.25_R_0.25_V_13,"41, 0, 0, 6, 0, 0, 28, 34, 41, 0, 0, 0, 25, 0, 41, 0, 41, 41, 32, 0, 0, 0, 41, 12, 0, 0, 0, 31, 0, 28, 12, 0, 0, 0, 7, 0, 0, 0, 0, 18, 35, 0, 0, 41, 0, 41, 0, 0, 41, 41","39, 35, 7, 0, 36, 37, 0, 41, 6, 29, 27, 18, 0, 35, 3, 17, 21, 24, 41, 34, 13, 40, 21, 0, 22, 37, 33, 0, 28, 0, 0, 21, 5, 16, 0, 20, 2, 37, 7, 0, 0, 22, 20, 26, 23, 2, 9, 35, 13, 8",10,0
255,N_50_PL_0.25_R_0.25_V_13,"41, 0, 0, 6, 0, 0, 28, 34, 41, 0, 0, 0, 25, 0, 41, 0, 41, 41, 32, 0, 0, 0, 41, 12, 0, 0, 0, 31, 0, 28, 12, 0, 0, 0, 7, 0, 0, 0, 0, 18, 35, 0, 0, 41, 0, 41, 0, 0, 41, 41","39, 35, 7, 0, 36, 37, 0, 41, 6, 29, 27, 18, 0, 35, 3, 17, 21, 24, 41, 34, 13, 40, 21, 0, 22, 37, 33, 0, 28, 0, 0, 21, 5, 16, 0, 20, 2, 37, 7, 0, 0, 22, 20, 26, 23, 2, 9, 35, 13, 8",20,0
256,N_50_PL_0.25_R_0.25_V_14,"0, 0, 0, 41, 0, 41, 26, 12, 0, 0, 0, 0, 2, 0, 0, 0, 23, 41, 24, 0, 0, 41, 0, 0, 0, 0, 0, 27, 0, 0, 38, 0, 0, 25, 0, 5, 41, 0, 41, 0, 0, 0, 11, 6, 41, 41, 0, 0, 0, 14","5, 27, 30, 6, 8, 29, 0, 41, 30, 17, 29, 24, 0, 16, 32, 32, 0, 29, 0, 39, 25, 27, 36, 23, 3, 9, 25, 41, 39, 4, 0, 34, 4, 41, 1, 0, 34, 1, 37, 27, 7, 20, 41, 0, 22, 27, 16, 29, 1, 0",1,0
257,N_50_PL_0.25_R_0.25_V_14,"0, 0, 0, 41, 0, 41, 26, 12, 0, 0, 0, 0, 2, 0, 0, 0, 23, 41, 24, 0, 0, 41, 0, 0, 0, 0, 0, 27, 0, 0, 38, 0, 0, 25, 0, 5, 41, 0, 41, 0, 0, 0, 11, 6, 41, 41, 0, 0, 0, 14","5, 27, 30, 6, 8, 29, 0, 41, 30, 17, 29, 24, 0, 16, 32, 32, 0, 29, 0, 39, 25, 27, 36, 23, 3, 9, 25, 41, 39, 4, 0, 34, 4, 41, 1, 0, 34, 1, 37, 27, 7, 20, 41, 0, 22, 27, 16, 29, 1, 0",5,0
258,N_50_PL_0.25_R_0.25_V_14,"0, 0, 0, 41, 0, 41, 26, 12, 0, 0, 0, 0, 2, 0, 0, 0, 23, 41, 24, 0, 0, 41, 0, 0, 0, 0, 0, 27, 0, 0, 38, 0, 0, 25, 0, 5, 41, 0, 41, 0, 0, 0, 11, 6, 41, 41, 0, 0, 0, 14","5, 27, 30, 6, 8, 29, 0, 41, 30, 17, 29, 24, 0, 16, 32, 32, 0, 29, 0, 39, 25, 27, 36, 23, 3, 9, 25, 41, 39, 4, 0, 34, 4, 41, 1, 0, 34, 1, 37, 27, 7, 20, 41, 0, 22, 27, 16, 29, 1, 0",10,0
259,N_50_PL_0.25_R_0.25_V_14,"0, 0, 0, 41, 0, 41, 26, 12, 0, 0, 0, 0, 2, 0, 0, 0, 23, 41, 24, 0, 0, 41, 0, 0, 0, 0, 0, 27, 0, 0, 38, 0, 0, 25, 0, 5, 41, 0, 41, 0, 0, 0, 11, 6, 41, 41, 0, 0, 0, 14","5, 27, 30, 6, 8, 29, 0, 41, 30, 17, 29, 24, 0, 16, 32, 32, 0, 29, 0, 39, 25, 27, 36, 23, 3, 9, 25, 41, 39, 4, 0, 34, 4, 41, 1, 0, 34, 1, 37, 27, 7, 20, 41, 0, 22, 27, 16, 29, 1, 0",20,0
260,N_50_PL_0.25_R_0.5_V_10,"37, 17, 41, 35, 0, 6, 31, 0, 0, 5, 16, 0, 0, 0, 41, 10, 0, 10, 15, 34, 41, 21, 0, 41, 25, 34, 0, 0, 0, 19, 0, 23, 41, 15, 0, 28, 0, 41, 35, 0, 0, 7, 0, 30, 0, 26, 2, 25, 10, 41","41, 0, 38, 0, 19, 0, 0, 19, 7, 41, 41, 33, 27, 27, 14, 0, 6, 0, 0, 0, 12, 0, 3, 7, 41, 0, 1, 33, 13, 0, 23, 0, 7, 0, 21, 41, 10, 8, 0, 4, 40, 0, 27, 0, 6, 0, 0, 0, 0, 1",1,0
261,N_50_PL_0.25_R_0.5_V_10,"37, 17, 41, 35, 0, 6, 31, 0, 0, 5, 16, 0, 0, 0, 41, 10, 0, 10, 15, 34, 41, 21, 0, 41, 25, 34, 0, 0, 0, 19, 0, 23, 41, 15, 0, 28, 0, 41, 35, 0, 0, 7, 0, 30, 0, 26, 2, 25, 10, 41","41, 0, 38, 0, 19, 0, 0, 19, 7, 41, 41, 33, 27, 27, 14, 0, 6, 0, 0, 0, 12, 0, 3, 7, 41, 0, 1, 33, 13, 0, 23, 0, 7, 0, 21, 41, 10, 8, 0, 4, 40, 0, 27, 0, 6, 0, 0, 0, 0, 1",5,0
262,N_50_PL_0.25_R_0.5_V_10,"37, 17, 41, 35, 0, 6, 31, 0, 0, 5, 16, 0, 0, 0, 41, 10, 0, 10, 15, 34, 41, 21, 0, 41, 25, 34, 0, 0, 0, 19, 0, 23, 41, 15, 0, 28, 0, 41, 35, 0, 0, 7, 0, 30, 0, 26, 2, 25, 10, 41","41, 0, 38, 0, 19, 0, 0, 19, 7, 41, 41, 33, 27, 27, 14, 0, 6, 0, 0, 0, 12, 0, 3, 7, 41, 0, 1, 33, 13, 0, 23, 0, 7, 0, 21, 41, 10, 8, 0, 4, 40, 0, 27, 0, 6, 0, 0, 0, 0, 1",10,0
263,N_50_PL_0.25_R_0.5_V_10,"37, 17, 41, 35, 0, 6, 31, 0, 0, 5, 16, 0, 0, 0, 41, 10, 0, 10, 15, 34, 41, 21, 0, 41, 25, 34, 0, 0, 0, 19, 0, 23, 41, 15, 0, 28, 0, 41, 35, 0, 0, 7, 0, 30, 0, 26, 2, 25, 10, 41","41, 0, 38, 0, 19, 0, 0, 19, 7, 41, 41, 33, 27, 27, 14, 0, 6, 0, 0, 0, 12, 0, 3, 7, 41, 0, 1, 33, 13, 0, 23, 0, 7, 0, 21, 41, 10, 8, 0, 4, 40, 0, 27, 0, 6, 0, 0, 0, 0, 1",20,0
264,N_50_PL_0.25_R_0.5_V_11,"0, 23, 24, 0, 23, 19, 0, 5, 0, 0, 0, 0, 5, 41, 8, 19, 0, 10, 0, 0, 0, 0, 0, 0, 31, 25, 3, 41, 8, 14, 41, 1, 15, 41, 36, 0, 0, 1, 17, 0, 37, 0, 41, 19, 36, 8, 0, 0, 7, 33","27, 0, 0, 17, 0, 0, 30, 0, 29, 24, 28, 39, 41, 40, 41, 0, 38, 0, 35, 25, 16, 13, 10, 31, 41, 0, 0, 31, 0, 0, 40, 0, 0, 9, 0, 40, 14, 41, 0, 2, 41, 26, 6, 41, 0, 0, 29, 18, 41, 0",1,0
265,N_50_PL_0.25_R_0.5_V_11,"0, 23, 24, 0, 23, 19, 0, 5, 0, 0, 0, 0, 5, 41, 8, 19, 0, 10, 0, 0, 0, 0, 0, 0, 31, 25, 3, 41, 8, 14, 41, 1, 15, 41, 36, 0, 0, 1, 17, 0, 37, 0, 41, 19, 36, 8, 0, 0, 7, 33","27, 0, 0, 17, 0, 0, 30, 0, 29, 24, 28, 39, 41, 40, 41, 0, 38, 0, 35, 25, 16, 13, 10, 31, 41, 0, 0, 31, 0, 0, 40, 0, 0, 9, 0, 40, 14, 41, 0, 2, 41, 26, 6, 41, 0, 0, 29, 18, 41, 0",5,0
266,N_50_PL_0.25_R_0.5_V_11,"0, 23, 24, 0, 23, 19, 0, 5, 0, 0, 0, 0, 5, 41, 8, 19, 0, 10, 0, 0, 0, 0, 0, 0, 31, 25, 3, 41, 8, 14, 41, 1, 15, 41, 36, 0, 0, 1, 17, 0, 37, 0, 41, 19, 36, 8, 0, 0, 7, 33","27, 0, 0, 17, 0, 0, 30, 0, 29, 24, 28, 39, 41, 40, 41, 0, 38, 0, 35, 25, 16, 13, 10, 31, 41, 0, 0, 31, 0, 0, 40, 0, 0, 9, 0, 40, 14, 41, 0, 2, 41, 26, 6, 41, 0, 0, 29, 18, 41, 0",10,0
267,N_50_PL_0.25_R_0.5_V_11,"0, 23, 24, 0, 23, 19, 0, 5, 0, 0, 0, 0, 5, 41, 8, 19, 0, 10, 0, 0, 0, 0, 0, 0, 31, 25, 3, 41, 8, 14, 41, 1, 15, 41, 36, 0, 0, 1, 17, 0, 37, 0, 41, 19, 36, 8, 0, 0, 7, 33","27, 0, 0, 17, 0, 0, 30, 0, 29, 24, 28, 39, 41, 40, 41, 0, 38, 0, 35, 25, 16, 13, 10, 31, 41, 0, 0, 31, 0, 0, 40, 0, 0, 9, 0, 40, 14, 41, 0, 2, 41, 26, 6, 41, 0, 0, 29, 18, 41, 0",20,0
268,N_50_PL_0.25_R_0.5_V_12,"21, 35, 41, 0, 25, 15, 14, 41, 0, 0, 0, 0, 26, 0, 33, 14, 27, 0, 39, 40, 0, 41, 31, 13, 11, 11, 1, 0, 0, 41, 0, 27, 0, 21, 1, 0, 0, 18, 11, 30, 0, 0, 38, 0, 0, 35, 41, 41, 10, 0","41, 0, 1, 3, 0, 0, 41, 36, 9, 24, 15, 33, 0, 8, 0, 0, 0, 34, 0, 0, 32, 35, 0, 0, 0, 41, 0, 10, 5, 11, 36, 0, 39, 0, 41, 16, 35, 0, 41, 0, 32, 31, 0, 25, 24, 41, 37, 30, 0, 31",1,0
269,N_50_PL_0.25_R_0.5_V_12,"21, 35, 41, 0, 25, 15, 14, 41, 0, 0, 0, 0, 26, 0, 33, 14, 27, 0, 39, 40, 0, 41, 31, 13, 11, 11, 1, 0, 0, 41, 0, 27, 0, 21, 1, 0, 0, 18, 11, 30, 0, 0, 38, 0, 0, 35, 41, 41, 10, 0","41, 0, 1, 3, 0, 0, 41, 36, 9, 24, 15, 33, 0, 8, 0, 0, 0, 34, 0, 0, 32, 35, 0, 0, 0, 41, 0, 10, 5, 11, 36, 0, 39, 0, 41, 16, 35, 0, 41, 0, 32, 31, 0, 25, 24, 41, 37, 30, 0, 31",5,0
270,N_50_PL_0.25_R_0.5_V_12,"21, 35, 41, 0, 25, 15, 14, 41, 0, 0, 0, 0, 26, 0, 33, 14, 27, 0, 39, 40, 0, 41, 31, 13, 11, 11, 1, 0, 0, 41, 0, 27, 0, 21, 1, 0, 0, 18, 11, 30, 0, 0, 38, 0, 0, 35, 41, 41, 10, 0","41, 0, 1, 3, 0, 0, 41, 36, 9, 24, 15, 33, 0, 8, 0, 0, 0, 34, 0, 0, 32, 35, 0, 0, 0, 41, 0, 10, 5, 11, 36, 0, 39, 0, 41, 16, 35, 0, 41, 0, 32, 31, 0, 25, 24, 41, 37, 30, 0, 31",10,0
